,_algo,_code_bits,_ncodebooks,_quantize,corr,dataset,err,norm_mean,opq_iters,rel_err,rot_sz
0,Bolt,4,16,True,0.8482755549835984,Convnet1M,1226.9227282851934,True,0.0,39818.74512318181,32.0
1,Bolt,4,16,True,0.886532511236363,Convnet1M,1045.0074555259198,True,0.0,21013.968422640646,32.0
2,Bolt,4,16,True,0.9023778822823721,Convnet1M,887.0524217635393,True,0.0,-13197.948526790367,32.0
3,Bolt,4,16,True,0.8967482161131196,Convnet1M,935.069952249527,True,0.0,7964.069994358481,32.0
4,Bolt,4,16,True,0.9030062807729035,Convnet1M,912.1233299821615,True,0.0,-42863.49984248927,32.0
5,Bolt,4,16,True,0.9077997942290753,Convnet1M,980.0005185585469,True,0.0,7244.865552204275,32.0
6,Bolt,4,16,True,0.8800093011966682,Convnet1M,815.1198364719748,True,0.0,19486.306807781977,32.0
7,Bolt,4,16,True,0.9110121225238118,Convnet1M,1182.880282342434,True,0.0,-16854.53462346217,32.0
8,Bolt,4,16,True,0.8819265169786324,Convnet1M,913.0748427659273,True,0.0,-17926.533653789073,32.0
9,Bolt,4,16,True,0.9108222160931606,Convnet1M,934.0297289695591,True,0.0,13160.257745121247,32.0
10,Bolt,4,16,True,0.896145035994168,Convnet1M,1008.0589534044266,True,0.0,-428357.6620630526,32.0
11,Bolt,4,16,True,0.8784498019621649,Convnet1M,847.0439185202122,True,0.0,6882.787320528169,32.0
12,Bolt,4,16,True,0.8961954368896021,Convnet1M,1038.0119780357927,True,0.0,-11787.45800020973,32.0
13,Bolt,4,16,True,0.8637897191454006,Convnet1M,1000.0229231268167,True,0.0,52433.14532540951,32.0
14,Bolt,4,16,True,0.8639275047971526,Convnet1M,1024.9986582621932,True,0.0,34980.80766910512,32.0
15,Bolt,4,16,True,0.8385400154336669,Convnet1M,1025.9630075618625,True,0.0,-6067.281344464257,32.0
16,Bolt,4,16,True,0.8612926876997095,Convnet1M,1031.0470143072307,True,0.0,-10697.24871445475,32.0
17,Bolt,4,16,True,0.8622408127314614,Convnet1M,1341.7615434229374,True,0.0,-34690.317282365075,32.0
18,Bolt,4,16,True,0.9197517805750319,Convnet1M,935.0688959807158,True,0.0,-15880.585845260804,32.0
19,Bolt,4,16,True,0.813515332173389,Convnet1M,1016.0629613175988,True,0.0,25105.78500512541,32.0
20,Bolt,4,16,True,0.9173298021120132,Convnet1M,974.0115840751678,True,0.0,-353510.8127612465,32.0
21,Bolt,4,16,True,0.8892879906712697,Convnet1M,1069.9685750082135,True,0.0,-23298.010440246162,32.0
22,Bolt,4,16,True,0.9149403768348467,Convnet1M,1140.9199954643846,True,0.0,-14373.969684610252,32.0
23,Bolt,4,16,True,0.8398941122304199,Convnet1M,903.0730950906873,True,0.0,-13223.658871392927,32.0
24,Bolt,4,16,True,0.9115486826715875,Convnet1M,1086.9379453510046,True,0.0,-16148.294835182423,32.0
25,Bolt,4,16,True,0.8851725436021781,Convnet1M,982.9839442037046,True,0.0,-6108.010165581443,32.0
26,Bolt,4,16,True,0.8941535743873501,Convnet1M,967.0404666662216,True,0.0,13120.764458454745,32.0
27,Bolt,4,16,True,0.9058829899678539,Convnet1M,1505.6215316653252,True,0.0,-18411.932695820356,32.0
28,Bolt,4,16,True,0.9022381466437308,Convnet1M,1180.8145029842854,True,0.0,-8676.522593849782,32.0
29,Bolt,4,16,True,0.8722026647377389,Convnet1M,1152.9297089576721,True,0.0,27785.867655592745,32.0
30,Bolt,4,16,True,0.9009077108461327,Convnet1M,959.9748529344797,True,0.0,5677.046356120083,32.0
31,Bolt,4,16,True,0.8953235041275108,Convnet1M,859.041587151587,True,0.0,-7657.323694306086,32.0
32,Bolt,4,16,True,0.8890020801904579,Convnet1M,927.0687002912164,True,0.0,14825.000965429188,32.0
33,Bolt,4,16,True,0.9024194699159263,Convnet1M,1150.877050921321,True,0.0,26016.40638514179,32.0
34,Bolt,4,16,True,0.9179384501200577,Convnet1M,1144.9048140719533,True,0.0,27331.09609174818,32.0
35,Bolt,4,16,True,0.8754266281781397,Convnet1M,1046.9493753015995,True,0.0,1858655.995773117,32.0
36,Bolt,4,16,True,0.9229391332785778,Convnet1M,1232.9240887463093,True,0.0,6104.622213267526,32.0
37,Bolt,4,16,True,0.883365912360161,Convnet1M,1227.7934420406818,True,0.0,-19161.815866949008,32.0
38,Bolt,4,16,True,0.8954319528296667,Convnet1M,1161.9105722755194,True,0.0,-154741.75573763606,32.0
39,Bolt,4,16,True,0.8768097375901241,Convnet1M,1002.0377757325768,True,0.0,-12078.692025413078,32.0
40,Bolt,4,16,True,0.867488172986598,Convnet1M,935.019306588918,True,0.0,-7409.624264222839,32.0
41,Bolt,4,16,True,0.8936071883379048,Convnet1M,1214.9398898370564,True,0.0,-39452.59463660271,32.0
42,Bolt,4,16,True,0.8861761055404507,Convnet1M,954.0799036324024,True,0.0,-44538.20526860777,32.0
43,Bolt,4,16,True,0.8946512916058604,Convnet1M,1320.6834315657616,True,0.0,83860.71699691923,32.0
44,Bolt,4,16,True,0.921246076529958,Convnet1M,1104.9643090814352,True,0.0,-15724.267475609562,32.0
45,Bolt,4,16,True,0.8578106144203039,Convnet1M,1016.9560637101531,True,0.0,100585.96634065468,32.0
46,Bolt,4,16,True,0.8922760969998599,Convnet1M,1158.904199719429,True,0.0,34583.84161363925,32.0
47,Bolt,4,16,True,0.9111840250198924,Convnet1M,836.1175112500787,True,0.0,-24704.32326794608,32.0
48,Bolt,4,16,True,0.9032817706031342,Convnet1M,1113.9105369374156,True,0.0,14410.512451810695,32.0
49,Bolt,4,16,True,0.9233207301002938,Convnet1M,1028.0095270313323,True,0.0,-5776.427320765898,32.0
50,Bolt,4,16,True,0.9367157302176164,Convnet1M,909.0872715637088,True,0.0,-30060.267039332717,32.0
51,Bolt,4,16,True,0.9073389830174217,Convnet1M,1137.9287520200014,True,0.0,-31059.68805642531,32.0
52,Bolt,4,16,True,0.9058910884632972,Convnet1M,881.0311137251556,True,0.0,-8776.426487664567,32.0
53,Bolt,4,16,True,0.8224096372519382,Convnet1M,872.0673961117864,True,0.0,-5516.354257137386,32.0
54,Bolt,4,16,True,0.8909987155965838,Convnet1M,1028.001389390789,True,0.0,77042.42810658956,32.0
55,Bolt,4,16,True,0.8951627343949786,Convnet1M,1030.015885654837,True,0.0,-14526.766286532102,32.0
56,Bolt,4,16,True,0.8891023563035165,Convnet1M,957.0866806507111,True,0.0,-46124.03164586547,32.0
57,Bolt,4,16,True,0.8808704527044596,Convnet1M,981.0333230793476,True,0.0,6865.597293747359,32.0
58,Bolt,4,16,True,0.9200723342475693,Convnet1M,1004.9534974321723,True,0.0,43271.53557851361,32.0
59,Bolt,4,16,True,0.867016432495092,Convnet1M,897.0699593350291,True,0.0,16372.112550239564,32.0
60,Bolt,4,16,True,0.8714559877919948,Convnet1M,832.1011103391647,True,0.0,13725.572273851654,32.0
61,Bolt,4,16,True,0.8528988515616988,Convnet1M,1105.9668731279671,True,0.0,-26989.804261414185,32.0
62,Bolt,4,16,True,0.9141514609215956,Convnet1M,913.9952479973435,True,0.0,-6035.702190956456,32.0
63,Bolt,4,16,True,0.8800786822271627,Convnet1M,934.0776577889919,True,0.0,22543.071180569226,32.0
64,Bolt,4,16,True,0.916970754325163,Convnet1M,1211.7812630832195,True,0.0,-157278.38239665015,32.0
65,Bolt,4,16,True,0.8821256760394509,Convnet1M,983.0341419018805,True,0.0,131084.6148594494,32.0
66,Bolt,4,16,True,0.8329047436199635,Convnet1M,1128.9267686381936,True,0.0,-6539.844028675179,32.0
67,Bolt,4,16,True,0.9095141077931108,Convnet1M,943.0181195028126,True,0.0,-26387.782329438876,32.0
68,Bolt,4,16,True,0.8431861657258943,Convnet1M,908.0451931580901,True,0.0,13973.328935169931,32.0
69,Bolt,4,16,True,0.8924579711112979,Convnet1M,1040.9662244915962,True,0.0,-19120.244462580515,32.0
70,Bolt,4,16,True,0.9045500246803815,Convnet1M,1025.9766148142517,True,0.0,-9664.855371590618,32.0
71,Bolt,4,16,True,0.9089107166342426,Convnet1M,751.1769653558731,True,0.0,28247.10756845019,32.0
72,Bolt,4,16,True,0.8875914146517185,Convnet1M,1217.8233673274517,True,0.0,-28127.80389316778,32.0
73,Bolt,4,16,True,0.8696738323850784,Convnet1M,1034.010990315117,True,0.0,-23720.753233670235,32.0
74,Bolt,4,16,True,0.8743431499838847,Convnet1M,844.1102590858936,True,0.0,-11778.267921285773,32.0
75,Bolt,4,16,True,0.8748748336633857,Convnet1M,1012.0127215832472,True,0.0,-20690.972731475387,32.0
76,Bolt,4,16,True,0.8772984952076711,Convnet1M,950.0205898750573,True,0.0,6115.562003268751,32.0
77,Bolt,4,16,True,0.8933076489926269,Convnet1M,775.1225007772446,True,0.0,-14102.003782772192,32.0
78,Bolt,4,16,True,0.8752042379230557,Convnet1M,929.0050926990807,True,0.0,5376.96116721497,32.0
79,Bolt,4,16,True,0.8781713279432348,Convnet1M,834.0081970691681,True,0.0,-660330.0205879841,32.0
80,Bolt,4,16,True,0.9075989878962886,Convnet1M,859.0804971978068,True,0.0,-13647.952136334998,32.0
81,Bolt,4,16,True,0.8973159593383808,Convnet1M,1282.8433211147785,True,0.0,-320282.1900446944,32.0
82,Bolt,4,16,True,0.8812024792874704,Convnet1M,1073.9811828713864,True,0.0,15499.384462640188,32.0
83,Bolt,4,16,True,0.9085357172432332,Convnet1M,830.102425955236,True,0.0,-17000.2638097131,32.0
84,Bolt,4,16,True,0.8805507705167014,Convnet1M,1241.8601113259792,True,0.0,131244.53140210087,32.0
85,Bolt,4,16,True,0.8388045307533669,Convnet1M,869.1166119724512,True,0.0,-22738.735699680776,32.0
86,Bolt,4,16,True,0.8624796972380862,Convnet1M,913.9905041605234,True,0.0,32878.95575658117,32.0
87,Bolt,4,16,True,0.889157585400385,Convnet1M,940.0162409693003,True,0.0,-19941.208641897112,32.0
88,Bolt,4,16,True,0.9139466494235312,Convnet1M,964.0146503672004,True,0.0,-24841.815861622974,32.0
89,Bolt,4,16,True,0.8886131719005036,Convnet1M,1147.7685168236494,True,0.0,-15186.83385802702,32.0
90,Bolt,4,16,True,0.8495732831587703,Convnet1M,920.0336213186383,True,0.0,-12901.872265706044,32.0
91,Bolt,4,16,True,0.8255451341313634,Convnet1M,891.0700352787971,True,0.0,-11909.243000846103,32.0
92,Bolt,4,16,True,0.9106641474762855,Convnet1M,1116.902401804924,True,0.0,-9486.487859981955,32.0
93,Bolt,4,16,True,0.9069826830848813,Convnet1M,913.9741816669703,True,0.0,7120.456542447992,32.0
94,Bolt,4,16,True,0.8991550380171686,Convnet1M,1052.0063821189106,True,0.0,30001.794486592036,32.0
95,Bolt,4,16,True,0.8717312116293485,Convnet1M,900.0843209847808,True,0.0,-11348.051361558253,32.0
96,Bolt,4,16,True,0.8803424058870257,Convnet1M,1199.8060562312603,True,0.0,-45956.149993168336,32.0
97,Bolt,4,16,True,0.9107018571683339,Convnet1M,790.0899896845222,True,0.0,-11364.137418149923,32.0
98,Bolt,4,16,True,0.8943386612206884,Convnet1M,857.1299176365137,True,0.0,-12081.46258980932,32.0
99,Bolt,4,16,True,0.865547304631034,Convnet1M,1098.8866709396243,True,0.0,-10363.707035699454,32.0
100,Bolt,4,16,True,0.8549075090266715,Convnet1M,993.0285513065755,True,0.0,-16847.22268871259,32.0
101,Bolt,4,16,True,0.8660421545399368,Convnet1M,930.0659264177084,True,0.0,-29881.77324269773,32.0
102,Bolt,4,16,True,0.9090842115943132,Convnet1M,1127.9335356652737,True,0.0,-15411.909416141492,32.0
103,Bolt,4,16,True,0.884021578879088,Convnet1M,1133.890887312591,True,0.0,-13400.382238086213,32.0
104,Bolt,4,16,True,0.9001469773614535,Convnet1M,831.106848873198,True,0.0,9954.762954786673,32.0
105,Bolt,4,16,True,0.8254111308671468,Convnet1M,972.0121876932681,True,0.0,11250.584809939746,32.0
106,Bolt,4,16,True,0.9028920631455798,Convnet1M,892.1111792549491,True,0.0,253843.94457278543,32.0
107,Bolt,4,16,True,0.8372731203627982,Convnet1M,970.0800028294325,True,0.0,-8115.169850397298,32.0
108,Bolt,4,16,True,0.86734859273914,Convnet1M,814.1193514019251,True,0.0,5743.004469836912,32.0
109,Bolt,4,16,True,0.8726586312930383,Convnet1M,876.0461709722877,True,0.0,7620.926265232552,32.0
110,Bolt,4,16,True,0.9128697225945571,Convnet1M,1073.9682952836156,True,0.0,-6516.493463948835,32.0
111,Bolt,4,16,True,0.9199753457846714,Convnet1M,917.0455420538783,True,0.0,-21078.19702198742,32.0
112,Bolt,4,16,True,0.9141186901140217,Convnet1M,824.1281646043062,True,0.0,-42249.808746640025,32.0
113,Bolt,4,16,True,0.873593912779217,Convnet1M,783.163005143404,True,0.0,48894.89619864983,32.0
114,Bolt,4,16,True,0.8783620947361533,Convnet1M,1013.0361784771085,True,0.0,-7443.0868283016625,32.0
115,Bolt,4,16,True,0.8526459792983424,Convnet1M,907.0920103043318,True,0.0,-15398.66561959745,32.0
116,Bolt,4,16,True,0.8699888061047715,Convnet1M,1102.0113331656903,True,0.0,-12943.468584334323,32.0
117,Bolt,4,16,True,0.9050389255217842,Convnet1M,915.0579727441072,True,0.0,11159.06970810941,32.0
118,Bolt,4,16,True,0.8692167977537836,Convnet1M,865.1112307757139,True,0.0,77010.73932135267,32.0
119,Bolt,4,16,True,0.8914520596363404,Convnet1M,1032.0061847530305,True,0.0,13466.5544344468,32.0
120,Bolt,4,16,True,0.9108732918638568,Convnet1M,1050.0064140968025,True,0.0,21260.576076019963,32.0
121,Bolt,4,16,True,0.9242828221366771,Convnet1M,927.0028144866228,True,0.0,15681.078327738318,32.0
122,Bolt,4,16,True,0.894544327943133,Convnet1M,1051.983215495944,True,0.0,-35931.664481556036,32.0
123,Bolt,4,16,True,0.8432022762862728,Convnet1M,951.0475307144225,True,0.0,-13492.081713034757,32.0
124,Bolt,4,16,True,0.880161959375451,Convnet1M,1053.9768874160945,True,0.0,58249.98419132802,32.0
125,Bolt,4,16,True,0.884991936682974,Convnet1M,914.0821601003408,True,0.0,-9658.603770533082,32.0
126,Bolt,4,16,True,0.895085245660638,Convnet1M,952.1051455065608,True,0.0,-9558.739094276678,32.0
127,Bolt,4,16,True,0.8677510338081741,Convnet1M,894.0645433962345,True,0.0,-16729.074005165858,32.0
128,Bolt,4,16,True,0.9156543508723962,Convnet1M,930.0981381386518,True,0.0,-8805.818941337684,32.0
129,Bolt,4,16,True,0.8738308344689028,Convnet1M,1093.9048427343369,True,0.0,-33277.40977495071,32.0
130,Bolt,4,16,True,0.9044312083278209,Convnet1M,913.0936531126499,True,0.0,-20651.802235628358,32.0
131,Bolt,4,16,True,0.8557260477539882,Convnet1M,1071.9388731271029,True,0.0,-15853.918425819344,32.0
132,Bolt,4,16,True,0.8921707310288898,Convnet1M,899.0984584540129,True,0.0,-6606.356597270196,32.0
133,Bolt,4,16,True,0.8718517178110138,Convnet1M,924.1331494599581,True,0.0,11591.609172347702,32.0
134,Bolt,4,16,True,0.8904552901037762,Convnet1M,941.0926739946008,True,0.0,2686.202230230709,32.0
135,Bolt,4,16,True,0.864469344940405,Convnet1M,943.1031235828996,True,0.0,9794.511641898749,32.0
136,Bolt,4,16,True,0.8442127861235645,Convnet1M,883.0761407092214,True,0.0,18334.9150789014,32.0
137,Bolt,4,16,True,0.9127453708686133,Convnet1M,1202.8162779211998,True,0.0,112478.79326663104,32.0
138,Bolt,4,16,True,0.911763656337804,Convnet1M,944.0143465287983,True,0.0,6603.955668032033,32.0
139,Bolt,4,16,True,0.8889642957404126,Convnet1M,915.0655060708523,True,0.0,67849.0718086782,32.0
140,Bolt,4,16,True,0.8663221105377481,Convnet1M,1096.8837483525276,True,0.0,-13958.718302924553,32.0
141,Bolt,4,16,True,0.9123180548662047,Convnet1M,974.9906681198627,True,0.0,-18918.0077869699,32.0
142,Bolt,4,16,True,0.885208215150258,Convnet1M,897.0289738792926,True,0.0,15212.2400841914,32.0
143,Bolt,4,16,True,0.8897517729805683,Convnet1M,1164.9267309308052,True,0.0,-28708.379398687062,32.0
144,Bolt,4,16,True,0.8949909085748926,Convnet1M,924.0553877204657,True,0.0,26579.57177857463,32.0
145,Bolt,4,16,True,0.9136768460257552,Convnet1M,872.0502816960216,True,0.0,-15767.359803634874,32.0
146,Bolt,4,16,True,0.9207919120400219,Convnet1M,878.0389374010265,True,0.0,-211557.4196415326,32.0
147,Bolt,4,16,True,0.8728414409082961,Convnet1M,1037.0609654262662,True,0.0,-46610.67863052413,32.0
148,Bolt,4,16,True,0.9060208571610683,Convnet1M,1037.0812880918384,True,0.0,-13125.413766722577,32.0
149,Bolt,4,16,True,0.9037671919875523,Convnet1M,950.0326946377754,True,0.0,-9047.060027581992,32.0
150,Bolt,4,16,True,0.8909736328014364,Convnet1M,995.020927708596,True,0.0,-8575.004187380826,32.0
151,Bolt,4,16,True,0.8963390669422953,Convnet1M,968.0060940450057,True,0.0,-25314.900108416452,32.0
152,Bolt,4,16,True,0.8990773387938212,Convnet1M,894.0064516738057,True,0.0,19231.160924580527,32.0
153,Bolt,4,16,True,0.9068438460157733,Convnet1M,943.0331613272429,True,0.0,-46353.951570270314,32.0
154,Bolt,4,16,True,0.8864714018356571,Convnet1M,894.1305166184902,True,0.0,-18529.591053385047,32.0
155,Bolt,4,16,True,0.8935042229188831,Convnet1M,1023.9832318667322,True,0.0,-10616.660741468308,32.0
156,Bolt,4,16,True,0.8612584267480016,Convnet1M,1187.8748489022255,True,0.0,16773.204473164602,32.0
157,Bolt,4,16,True,0.8940304493981477,Convnet1M,996.0237839333713,True,0.0,10675.27562130166,32.0
158,Bolt,4,16,True,0.8860067517339791,Convnet1M,1148.9429690390825,True,0.0,-9570.357334841427,32.0
159,Bolt,4,16,True,0.8622576475460362,Convnet1M,967.0074456483126,True,0.0,19382.152954225843,32.0
160,Bolt,4,16,True,0.9154867900922145,Convnet1M,1047.9502671733499,True,0.0,-14171.015339215837,32.0
161,Bolt,4,16,True,0.8578764048264356,Convnet1M,1001.0512054674327,True,0.0,-36528.854003498935,32.0
162,Bolt,4,16,True,0.9055991350157083,Convnet1M,1117.9365232735872,True,0.0,-39099.80401642828,32.0
163,Bolt,4,16,True,0.8638446334971891,Convnet1M,849.088659927249,True,0.0,-276560.2068628324,32.0
164,Bolt,4,16,True,0.9259033603156136,Convnet1M,1050.0157501678914,True,0.0,-13356.990947231789,32.0
165,Bolt,4,16,True,0.8888942841559931,Convnet1M,945.047949898988,True,0.0,960585.3349544408,32.0
166,Bolt,4,16,True,0.9011398992316889,Convnet1M,983.0722112432122,True,0.0,-15182.669166965668,32.0
167,Bolt,4,16,True,0.9003602331245453,Convnet1M,814.0512157604098,True,0.0,-9074.643663604766,32.0
168,Bolt,4,16,True,0.8900161877663583,Convnet1M,912.1112456470728,True,0.0,-34564.97147363671,32.0
169,Bolt,4,16,True,0.8711853629200044,Convnet1M,1023.983926454559,True,0.0,-49380.25395545111,32.0
170,Bolt,4,16,True,0.8743160197893278,Convnet1M,871.1235814020038,True,0.0,74242.98541109389,32.0
171,Bolt,4,16,True,0.8579800627164451,Convnet1M,886.0366924107075,True,0.0,-13862.618363613623,32.0
172,Bolt,4,16,True,0.912537742230767,Convnet1M,1000.0137123055756,True,0.0,8193.44296243037,32.0
173,Bolt,4,16,True,0.8846258147338425,Convnet1M,910.0250617265701,True,0.0,-8768.338880157875,32.0
174,Bolt,4,16,True,0.9113827319014669,Convnet1M,994.0210327617824,True,0.0,-22603.310644139543,32.0
175,Bolt,4,16,True,0.9164657509293802,Convnet1M,1210.9161109104753,True,0.0,-20809.78626171397,32.0
176,Bolt,4,16,True,0.8812681160653425,Convnet1M,1059.99214468617,True,0.0,8457.454469594046,32.0
177,Bolt,4,16,True,0.9074268220946186,Convnet1M,717.1708636581898,True,0.0,-8600.643648715855,32.0
178,Bolt,4,16,True,0.89731380882592,Convnet1M,915.0134444758296,True,0.0,66203.82410898925,32.0
