,_algo,_code_bits,_ncodebooks,corr,dataset,err,norm_mean,rel_err
129,PQ,8,8,-0.8066614246472872,Mnist,342068.08629484917,True,-0.9074491531114767
130,PQ,8,8,-0.892719815418749,Mnist,-393028.7337748499,True,-2.5426371338784914
131,PQ,8,8,-0.89380993633017,Mnist,691790.4636971075,True,-29.487273741919342
132,PQ,8,8,-0.8933912836990457,Mnist,881427.9564608862,True,-3.7066513049062966
133,PQ,8,8,-0.8630177948539969,Mnist,2301996.2889458267,True,-1.996711379656674
134,PQ,8,8,-0.8407636109207544,Mnist,75103.60904102892,True,-1.9748446731726366
135,PQ,8,8,-0.9044613218606734,Mnist,744114.6833018467,True,-1.114672166436206
136,PQ,8,8,-0.9016602168341733,Mnist,221234.3768657021,True,-1.5808651671254468
137,PQ,8,8,-0.9243487466977819,Mnist,871076.357769685,True,-3.538559593230859
138,PQ,8,8,-0.8567546311445902,Mnist,-2760839.352791132,True,-1.9978027451877969
139,PQ,8,8,-0.901070206707046,Mnist,294367.97454689513,True,-3.0685610994134316
140,PQ,8,8,-0.8342767455097534,Mnist,-3454696.99202363,True,-2.100776274818446
141,PQ,8,8,-0.8281693541239247,Mnist,1856910.2861490748,True,-0.2515971318222294
142,PQ,8,8,-0.84685700775656,Mnist,-805118.7208897218,True,-1.2182751738843742
143,PQ,8,8,-0.9130218678709702,Mnist,1329037.4253403274,True,9.241012221966168
144,PQ,8,8,-0.8891142151647372,Mnist,119787.12917172408,True,0.4997176575746182
145,PQ,8,8,-0.889406532687381,Mnist,-157188.8486201265,True,-1.8363093532042662
146,PQ,8,8,-0.8613552286766797,Mnist,31641.86665421733,True,-2.1425481178848482
147,PQ,8,8,-0.8476211138264313,Mnist,-1559572.4379449864,True,0.4689548066588472
148,PQ,8,8,-0.895298641456426,Mnist,-891082.9519543397,True,-4.9759946913166795
149,PQ,8,8,-0.8765620146083903,Mnist,207511.0875688594,True,-2.277928572590704
150,PQ,8,8,-0.8800067254726361,Mnist,-697183.2240500075,True,2.2558295860778985
151,PQ,8,8,-0.7966943684507063,Mnist,-1307016.19297096,True,-1.8299378566622562
152,PQ,8,8,-0.8283337746424092,Mnist,-1338625.353635987,True,30.554203704887197
153,PQ,8,8,-0.8410361922463695,Mnist,92015.03678607557,True,-2.5040147889720674
154,PQ,8,8,-0.9093789279471448,Mnist,1307492.8730323159,True,-2.0944013842053746
155,PQ,8,8,-0.8214946456280464,Mnist,-1888745.6784053766,True,-1.865935734169446
156,PQ,8,8,-0.8726089245821887,Mnist,-967316.2655951367,True,-2.6505761160735974
157,PQ,8,8,-0.8712525589864455,Mnist,1231287.1875704597,True,-1.207080891855987
158,PQ,8,8,-0.8248570825030671,Mnist,-2297926.0923815854,True,0.5315290051806183
159,PQ,8,8,-0.8734762426831105,Mnist,1545714.363674557,True,-3.2387213980759135
160,PQ,8,8,-0.8595245615727882,Mnist,978930.6518934363,True,-1.325536145472199
161,PQ,8,8,-0.8442306686628545,Mnist,-1967807.179410533,True,8.395847621141025
162,PQ,8,8,-0.9076339144646502,Mnist,1631144.1333028409,True,-3.592165185754402
163,PQ,8,8,-0.844153811518352,Mnist,1191734.3505965946,True,-1.3339409101152806
164,PQ,8,8,-0.8425372083851892,Mnist,240405.7507845757,True,-1.8248428812861608
165,PQ,8,8,-0.89066273193577,Mnist,661146.2140657855,True,-3.4690280597103826
166,PQ,8,8,-0.780825964614163,Mnist,875439.4877871193,True,-0.9505777105629775
167,PQ,8,8,-0.8567959120412273,Mnist,-528937.1930117127,True,-24.839998181344473
168,PQ,8,8,-0.8873245692945859,Mnist,-1935808.0500105834,True,-1.9251444724926408
169,PQ,8,8,-0.8562002447315216,Mnist,887925.7389735603,True,-2.5774916001057218
170,PQ,8,8,-0.8573646566473733,Mnist,1152111.5119083968,True,-1.7088131873616488
171,PQ,8,8,-0.8772651235748959,Mnist,-665940.537186982,True,-3.1597621923618884
172,PQ,8,8,-0.9050823539520464,Mnist,-370360.3169422123,True,-0.8597831138067331
173,PQ,8,8,-0.8469738735962835,Mnist,1730513.655613592,True,-2.766105683217056
174,PQ,8,8,-0.8099634671710033,Mnist,-493905.1167684971,True,-5.377897802914653
175,PQ,8,8,-0.9228912045363128,Mnist,1230901.6786166439,True,1.6364349889844065
176,PQ,8,8,-0.9183476231883373,Mnist,-3388018.533656442,True,-13.240511415148305
177,PQ,8,8,-0.8027936366917946,Mnist,-659781.4601577197,True,-2.762341400960445
178,PQ,8,8,-0.908606902762862,Mnist,1201237.0903781734,True,-0.7576351715420867
179,PQ,8,8,-0.8900158376965867,Mnist,-1142563.7635549533,True,-17.530478585841024
180,PQ,8,8,-0.9112470526444978,Mnist,-1525897.1005853913,True,-1.547186390820602
181,PQ,8,8,-0.8942783027464607,Mnist,-78713.896468572,True,3.0577479444131344
182,PQ,8,8,-0.8388230099174202,Mnist,1440354.2608738781,True,-2.323110777397192
183,PQ,8,8,-0.8592473363698826,Mnist,2380277.718790382,True,-3.055984042991813
184,PQ,8,8,-0.8536285062855387,Mnist,-315472.8588951001,True,2.1950680052675446
185,PQ,8,8,-0.8519606307763351,Mnist,1353791.2535108048,True,-2.7202194725295175
186,PQ,8,8,-0.889037426703509,Mnist,520415.20103324385,True,42.087908045718265
187,PQ,8,8,-0.8607702661741402,Mnist,381948.866016203,True,-3.601096504128742
188,PQ,8,8,-0.8879473257171016,Mnist,261336.41341122502,True,-4.704116361043005
189,PQ,8,8,-0.9015696029303759,Mnist,-1138811.860121835,True,-6.215120647570093
190,PQ,8,8,-0.9215913814838044,Mnist,-181344.86222987258,True,-1.9072816036324647
191,PQ,8,8,-0.8832455983094959,Mnist,-778499.8583122799,True,-3.095109404090403
192,PQ,8,8,-0.8553323191077357,Mnist,421129.4424149742,True,-0.5460689135320421
193,PQ,8,8,-0.8674846277468408,Mnist,620020.4948607718,True,-2.1874477980567884
194,PQ,8,8,-0.9247928306723119,Mnist,499514.42081265844,True,2.8501040776605095
195,PQ,8,8,-0.8978127463307424,Mnist,525512.0909188442,True,9.79150413210296
196,PQ,8,8,-0.9057616259428128,Mnist,-431384.78694170027,True,-0.4955606358812052
197,PQ,8,8,-0.8918949133931561,Mnist,-93744.36056927199,True,0.14639761541532845
198,PQ,8,8,-0.8718867073137245,Mnist,757964.3527964243,True,6.311711418420512
199,PQ,8,8,-0.9060329833445935,Mnist,-1393191.685409614,True,-2.3938936252053415
200,PQ,8,8,-0.9130835498523376,Mnist,869927.0593536703,True,-3.8150374825442577
201,PQ,8,8,-0.8397822032231557,Mnist,294273.69400961045,True,41.07585144076192
202,PQ,8,8,-0.9088906928186011,Mnist,397564.3749801083,True,-1.6664197822632523
203,PQ,8,8,-0.9091014171294178,Mnist,177450.51690608019,True,-3.666521590333283
204,PQ,8,8,-0.9158789150113726,Mnist,737656.7882708511,True,-2.7113221795237576
205,PQ,8,8,-0.8799137645132271,Mnist,1648910.6305511734,True,-0.248183981548037
206,PQ,8,8,-0.8782576927381274,Mnist,215398.6041803449,True,-0.629764867693494
207,PQ,8,8,-0.8027470404541613,Mnist,-280111.4578596149,True,-2.5466490054156723
208,PQ,8,8,-0.8629714270281766,Mnist,-950694.2612777386,True,-1.5132629352972824
209,PQ,8,8,-0.8632880554349147,Mnist,-934191.0276592344,True,-5.234786638847166
210,PQ,8,8,-0.8476881363732076,Mnist,953702.24585787,True,14.383309398407405
211,PQ,8,8,-0.8388475298748908,Mnist,1608627.756618271,True,-3.6625173388087724
212,PQ,8,8,-0.8449879168608022,Mnist,663670.5032948365,True,-2.919026675005872
213,PQ,8,8,-0.9011201527853739,Mnist,-1283044.367199055,True,4.579493203336515
214,PQ,8,8,-0.9137201665365281,Mnist,-1297699.032647091,True,-0.7646204518994
215,PQ,8,8,-0.9162019892744709,Mnist,-38687.4139971633,True,-2.547534687005586
216,PQ,8,8,-0.8660264108958552,Mnist,-744873.2138704548,True,-0.43939834245307324
217,PQ,8,8,-0.8444516117002618,Mnist,-899680.6759788068,True,-4.040241123046224
218,PQ,8,8,-0.871618750156448,Mnist,1398415.3302391006,True,-2.2252794920418464
219,PQ,8,8,-0.818121657476609,Mnist,2597646.780010054,True,-2.8627949740886427
220,PQ,8,8,-0.9062310437373966,Mnist,-642196.533130736,True,4.869861422144427
221,PQ,8,8,-0.8495169490761452,Mnist,-1727149.9863769612,True,-1.9991566994209045
222,PQ,8,8,-0.8888754055692039,Mnist,-619730.156014767,True,-1.5565556219937693
223,PQ,8,8,-0.8873447022765848,Mnist,-3634039.208433685,True,-1.4275667294166383
224,PQ,8,8,-0.9147917656495788,Mnist,-821426.8539930404,True,-1.4681130174367567
225,PQ,8,8,-0.8312134838157236,Mnist,779567.8907036978,True,-2.239288967466762
226,PQ,8,8,-0.8774054180895008,Mnist,-282245.3907836344,True,-1.1883602429821722
227,PQ,8,8,-0.8536174069032226,Mnist,-1452496.2407734194,True,-3.201478972578434
228,PQ,8,8,-0.906369879579464,Mnist,-472048.2082748845,True,-6.478470323265246
229,PQ,8,8,-0.9101026112303583,Mnist,31083.28112788705,True,-0.5709933417329289
230,PQ,8,8,-0.8657188207409504,Mnist,-1654194.0154437975,True,-2.501747062628575
231,PQ,8,8,-0.8999349069463193,Mnist,500750.1514672664,True,-1.9535077436918706
232,PQ,8,8,-0.8931823874866139,Mnist,5964968.045006316,True,-0.9281615806855413
233,PQ,8,8,-0.8912590370594278,Mnist,-2041687.1294128683,True,-0.031009801005768018
234,PQ,8,8,-0.8801937094975665,Mnist,-650986.1264862171,True,-3.2551533854497587
235,PQ,8,8,-0.8473679771767568,Mnist,810600.9483077438,True,-1.9827844293043282
236,PQ,8,8,-0.7780444144181836,Mnist,-2783747.742026049,True,-0.6280700802801924
237,PQ,8,8,-0.8805880421165256,Mnist,-1359045.0737364562,True,-3.354805847122787
238,PQ,8,8,-0.8858142615381575,Mnist,-461941.34127875755,True,-2.5897958740608544
239,PQ,8,8,-0.9042647752020738,Mnist,993868.7975457839,True,-1.5456711858866121
240,PQ,8,8,-0.8854545932524336,Mnist,694328.9441984477,True,-3.968578928644161
241,PQ,8,8,-0.8865785022627017,Mnist,-278969.93261310697,True,-3.297124202043648
242,PQ,8,8,-0.8707564993646262,Mnist,359785.21853428823,True,-2.2442078137367107
243,PQ,8,8,-0.8540173443230293,Mnist,-2215710.703189737,True,-1.5513834286707457
244,PQ,8,8,-0.8730229195346008,Mnist,-1312531.8702537382,True,-4.282219233333742
245,PQ,8,8,-0.7763530313070498,Mnist,582037.1648035132,True,-6.650702582936246
246,PQ,8,8,-0.8203815855737356,Mnist,-602730.7450710295,True,-5.415453808037263
247,PQ,8,8,-0.8417489816105106,Mnist,179221.61412575922,True,-1.8604102588857208
248,PQ,8,8,-0.8954022719840098,Mnist,-1144284.515108371,True,-3.5626731208900475
249,PQ,8,8,-0.8829767848891695,Mnist,1575319.630152771,True,-1.4099919294751144
250,PQ,8,8,-0.9030352181949359,Mnist,686989.71820142,True,-10.748031339504351
251,PQ,8,8,-0.8956190965384335,Mnist,-1785414.3320618705,True,-1.3582901045193303
252,PQ,8,8,-0.8941771345145972,Mnist,1290587.4490403938,True,-3.4114586356957908
253,PQ,8,8,-0.8026725665220458,Mnist,-255896.9161613995,True,-1.370754301402899
254,PQ,8,8,-0.857294158409253,Mnist,2041051.8143635215,True,-1.61007699462961
255,PQ,8,8,-0.8888878089955661,Mnist,-236562.51780584187,True,1.2978462273916798
256,PQ,8,16,-0.9233955546138726,Mnist,-14767.785234716779,True,-1.6421377472918541
257,PQ,8,16,-0.8919977042829677,Mnist,1910724.4646786028,True,-5.631426326541408
258,PQ,8,16,-0.9469542916526777,Mnist,1325049.7948300953,True,2.7757450768473584
259,PQ,8,16,-0.9647641651340675,Mnist,-1723930.421584787,True,2.353501669224741
260,PQ,8,16,-0.9158512760507057,Mnist,237461.81996305997,True,-1.6721850547418309
261,PQ,8,16,-0.9535622022190736,Mnist,-771776.1218910406,True,-2.162403268375629
262,PQ,8,16,-0.9026491111200705,Mnist,-302758.055231773,True,-1.5563371633271437
263,PQ,8,16,-0.9133987115571672,Mnist,-854864.8852648551,True,-2.138832923766445
264,PQ,8,16,-0.8563284209393605,Mnist,-1404536.7146706358,True,-1.6411539167656624
265,PQ,8,16,-0.9320293008471353,Mnist,1474742.282593248,True,-3.0835235043815246
266,PQ,8,16,-0.9442236141046223,Mnist,2852006.093524919,True,-1.5312511377549813
267,PQ,8,16,-0.8643310012097254,Mnist,849086.3901329545,True,-2.1180862373518843
268,PQ,8,16,-0.9466569460698473,Mnist,-60222.3183989985,True,-1.8551337437882116
269,PQ,8,16,-0.9436032883842401,Mnist,-1486478.6203087766,True,-1.3503599089571756
270,PQ,8,16,-0.9398605375551657,Mnist,981872.330669265,True,0.349771554243752
271,PQ,8,16,-0.912482972787227,Mnist,-99721.40674342331,True,-2.6645517476462954
272,PQ,8,16,-0.9403651069722608,Mnist,-298448.20771981275,True,-2.4752113180787845
273,PQ,8,16,-0.9033747500063887,Mnist,121069.16943318397,True,-0.9577602587803972
274,PQ,8,16,-0.8216529062005518,Mnist,1928297.5431567968,True,-9.039882186491152
275,PQ,8,16,-0.9091518592697455,Mnist,584106.1647825773,True,-2.054262736831073
276,PQ,8,16,-0.9465507733943044,Mnist,2119929.7792666485,True,-2.0424218014856277
277,PQ,8,16,-0.9096424269164669,Mnist,1548186.8636011172,True,-0.509034752557007
278,PQ,8,16,-0.8927940259116987,Mnist,816124.0355509743,True,-4.113688423796695
279,PQ,8,16,-0.8593622771512657,Mnist,5096604.578653561,True,-5.2039372707972
280,PQ,8,16,-0.918608083950363,Mnist,835606.7121486902,True,-2.7123101133893606
281,PQ,8,16,-0.928034061386678,Mnist,-669897.3271457606,True,-3.7154987190915
282,PQ,8,16,-0.9001835694726569,Mnist,285569.8916070165,True,-1.108418312043841
283,PQ,8,16,-0.9299739197645897,Mnist,1931125.6622018768,True,-6.332211649158713
284,PQ,8,16,-0.9516851587158753,Mnist,-467876.6989304916,True,1.1359027143622307
285,PQ,8,16,-0.9367022687851868,Mnist,1295293.8999162568,True,-6.010501299193963
286,PQ,8,16,-0.916167291704623,Mnist,-746256.6196885381,True,-2.6488798172452013
287,PQ,8,16,-0.9399077019536343,Mnist,-1911402.092266761,True,-7.9446795967531525
288,PQ,8,16,-0.9179100632743585,Mnist,1272610.4548871822,True,-49.72976409578566
289,PQ,8,16,-0.8937001407734254,Mnist,-1228474.5140252677,True,-0.7548281909205387
290,PQ,8,16,-0.9296211738928948,Mnist,-614710.0801819662,True,-9.26650325690607
291,PQ,8,16,-0.8860613207503587,Mnist,-1017574.7894774762,True,-3.20196420152637
292,PQ,8,16,-0.8907159282203981,Mnist,-3409161.596205298,True,-1.0058978154656042
293,PQ,8,16,-0.9370894068693779,Mnist,-1760618.0258243633,True,-1.460443662917004
294,PQ,8,16,-0.9332590593315554,Mnist,-686724.0440463276,True,0.8445261106861188
295,PQ,8,16,-0.951802392238692,Mnist,-128462.86411264795,True,-1.460425161347904
296,PQ,8,16,-0.9464810662803768,Mnist,1066130.11631813,True,-1.3699245411232375
297,PQ,8,16,-0.9336909997194034,Mnist,-368483.60061125644,True,-0.17159384933091895
298,PQ,8,16,-0.9388292705754323,Mnist,244929.51343254515,True,-11.099985951395137
299,PQ,8,16,-0.9184396851874729,Mnist,-1410289.1961979724,True,-2.164876303735152
300,PQ,8,16,-0.9111830328341886,Mnist,-221191.92388320388,True,-2.5809783823404437
301,PQ,8,16,-0.8779226137047287,Mnist,-2175569.0626447303,True,-1.3478600628822277
302,PQ,8,16,-0.92862542758555,Mnist,-2910791.0753885964,True,-44.3369343788543
303,PQ,8,16,-0.9156598042868944,Mnist,-378637.6536345738,True,-3.914190155682084
304,PQ,8,16,-0.9523447278406015,Mnist,-619492.4990317328,True,-2.4448208654395702
305,PQ,8,16,-0.9139121338979024,Mnist,-1458434.211223754,True,-4.252969663632364
306,PQ,8,16,-0.9069714207526323,Mnist,-1803853.9461706406,True,-6.6622927925205575
