,_algo,_code_bits,_ncodebooks,_quantize,corr,dataset,err,norm_mean,opq_iters,rel_err
0,Bolt,4,16,True,0.9427901739800638,Mnist,-622246.625,True,0.0,-1.1329077034126307
1,Bolt,4,16,True,0.9333375902575978,Mnist,-764988.625,True,0.0,-0.9744089243847732
2,Bolt,4,16,True,0.9528719361791136,Mnist,1624478.25,True,0.0,-1.0016451829435125
3,Bolt,4,16,True,0.9503332069103729,Mnist,-312607.875,True,0.0,-1.0039810328833825
4,Bolt,4,16,True,0.9308953270105864,Mnist,228866.53125,True,0.0,-0.9965485541627622
5,Bolt,4,16,True,0.956615019533968,Mnist,75111.8828125,True,0.0,-0.9990969710619593
6,Bolt,4,16,True,0.9220438008372074,Mnist,-118314.9453125,True,0.0,-1.0063330779024093
7,Bolt,4,16,True,0.8997556163367694,Mnist,-59139.359375,True,0.0,-0.9952686832882268
8,Bolt,4,16,True,0.8947185187650782,Mnist,-281528.78125,True,0.0,-1.0030226986965929
9,Bolt,4,16,True,0.9409916158255611,Mnist,-574820.0,True,0.0,-0.9979192627077996
10,Bolt,4,16,True,0.9558071194020962,Mnist,748493.5,True,0.0,-1.0015782230638235
11,Bolt,4,16,True,0.9003288277454967,Mnist,198125.078125,True,0.0,-1.0242140644804336
12,Bolt,4,16,True,0.9516113435713051,Mnist,-311000.9375,True,0.0,-1.005402963043329
13,Bolt,4,16,True,0.9463484709874902,Mnist,392953.5625,True,0.0,-1.000878682463001
14,Bolt,4,16,True,0.9545106797541745,Mnist,-1140690.25,True,0.0,-1.0019654583792896
15,Bolt,4,16,True,0.9206958238851787,Mnist,304941.34375,True,0.0,-0.9912627010139163
16,Bolt,4,16,True,0.9404526277939885,Mnist,1499790.25,True,0.0,-1.004936032108889
17,Bolt,4,16,True,0.9283010590854844,Mnist,207682.046875,True,0.0,-0.9990096310720722
18,Bolt,4,16,True,0.9032504389736614,Mnist,1138122.75,True,0.0,-0.9977908830646255
19,Bolt,4,16,True,0.9330172334974213,Mnist,-441599.375,True,0.0,-1.0053267931399794
20,Bolt,4,16,True,0.9402444029571836,Mnist,167814.96875,True,0.0,-0.996884294241099
21,Bolt,4,16,True,0.9302822887050362,Mnist,513314.1875,True,0.0,-1.0102098209241865
22,Bolt,4,16,True,0.9026133746832775,Mnist,-244869.34375,True,0.0,-0.9973224840763459
23,Bolt,4,16,True,0.895574598243026,Mnist,348032.875,True,0.0,-1.003634784073279
24,Bolt,4,16,True,0.9331007869801924,Mnist,-1002611.375,True,0.0,-0.995975835774951
25,Bolt,4,16,True,0.9636317554649056,Mnist,302506.125,True,0.0,-0.9987551900140592
26,Bolt,4,16,True,0.9343086795987469,Mnist,-700836.375,True,0.0,-0.9977886681863564
27,Bolt,4,16,True,0.9393741773556928,Mnist,484092.75,True,0.0,-0.6723690776139815
28,Bolt,4,16,True,0.9522302444703906,Mnist,-597632.6875,True,0.0,-1.0017025158624566
29,Bolt,4,16,True,0.9436468382610343,Mnist,-83024.203125,True,0.0,-1.0066241229323427
30,Bolt,4,16,True,0.929420789205572,Mnist,114487.59375,True,0.0,-1.0032703841388524
31,Bolt,4,16,True,0.9439353775931831,Mnist,188045.1875,True,0.0,-0.997128481729582
32,Bolt,4,16,True,0.9452125893232098,Mnist,55369.1875,True,0.0,-0.8987084771300735
33,Bolt,4,16,True,0.9225991444284781,Mnist,585348.75,True,0.0,-0.9971134648973424
34,Bolt,4,16,True,0.9373966781045511,Mnist,-94052.34375,True,0.0,-1.0004069212367832
35,Bolt,4,16,True,0.9161195919003174,Mnist,153867.53125,True,0.0,-1.0007339973290652
36,Bolt,4,16,True,0.9290867687471074,Mnist,489952.8125,True,0.0,-0.9940145009513035
37,Bolt,4,16,True,0.9495555855131435,Mnist,-355844.875,True,0.0,-0.9943870353447355
38,Bolt,4,16,True,0.9294702543621934,Mnist,-136819.65625,True,0.0,-0.9990489174994495
39,Bolt,4,16,True,0.957225270439637,Mnist,802896.75,True,0.0,-1.0014862255199068
40,Bolt,4,16,True,0.9461432821285397,Mnist,-12542.3203125,True,0.0,-1.0017603349792754
41,Bolt,4,16,True,0.9402828817163288,Mnist,297516.78125,True,0.0,-1.0005989439942102
42,Bolt,4,16,True,0.9444635555863571,Mnist,34557.6015625,True,0.0,-0.9938520061317339
43,Bolt,4,16,True,0.9139772219918421,Mnist,591022.5625,True,0.0,-1.0021720883747216
44,Bolt,4,16,True,0.9246309112938425,Mnist,323974.125,True,0.0,-1.0042703840907663
45,Bolt,4,16,True,0.9227422679825417,Mnist,187685.96875,True,0.0,-1.007077685712413
46,Bolt,4,16,True,0.9231563711476777,Mnist,446408.46875,True,0.0,-1.0050094260228852
47,Bolt,4,16,True,0.9235196253279948,Mnist,180317.78125,True,0.0,-1.005020852718627
48,Bolt,4,16,True,0.944721171911656,Mnist,503552.6875,True,0.0,-1.0087290249457357
49,Bolt,4,16,True,0.9385511391495107,Mnist,-289952.8125,True,0.0,-1.0167660691651192
50,Bolt,4,16,True,0.9236375586282618,Mnist,357568.4375,True,0.0,-1.0010304552509737
51,Bolt,4,16,True,0.9290494302555898,Mnist,-817561.3125,True,0.0,-0.9989570026015674
52,Bolt,4,16,True,0.8980401488405121,Mnist,-318416.9375,True,0.0,-0.9989746371283084
53,Bolt,4,16,True,0.9215139849374241,Mnist,966637.8125,True,0.0,-0.9856698538646963
54,Bolt,4,16,True,0.9022913766043362,Mnist,1131564.25,True,0.0,-1.0004389014003225
55,Bolt,4,16,True,0.9288277877105591,Mnist,525981.375,True,0.0,-1.0318480728283674
56,Bolt,4,16,True,0.9468294938917142,Mnist,88464.0625,True,0.0,-1.0545081569969665
57,Bolt,4,16,True,0.9522865893626014,Mnist,-147105.21875,True,0.0,-1.0036367434078945
58,Bolt,4,16,True,0.9426434489990245,Mnist,-928076.75,True,0.0,-0.9982072985663041
59,Bolt,4,16,True,0.9180227927387841,Mnist,800460.9375,True,0.0,-0.9990850670683568
60,Bolt,4,16,True,0.9325548658123041,Mnist,-135862.21875,True,0.0,-1.0023308124130732
61,Bolt,4,16,True,0.917032439286406,Mnist,553172.75,True,0.0,-0.9826488924426231
62,Bolt,4,16,True,0.92363991644126,Mnist,539432.6875,True,0.0,-1.0060114161025948
63,Bolt,4,16,True,0.9110580328819717,Mnist,436488.8125,True,0.0,-0.998855922014565
64,Bolt,4,16,True,0.9168556934573963,Mnist,248569.34375,True,0.0,-0.9980505413078612
65,Bolt,4,16,True,0.9344816009899126,Mnist,-183647.4375,True,0.0,-1.0031646170244009
66,Bolt,4,16,True,0.8910038993690307,Mnist,323486.03125,True,0.0,-1.0015412891138682
67,Bolt,4,16,True,0.9251337414950387,Mnist,-185068.9375,True,0.0,-0.994798846110355
68,Bolt,4,16,True,0.9393429562924978,Mnist,78066.375,True,0.0,-0.9991694139543594
69,Bolt,4,16,True,0.9341407163495786,Mnist,162620.0,True,0.0,-1.0020751361966627
70,Bolt,4,16,True,0.927232861866674,Mnist,303999.4375,True,0.0,-1.1899959946280894
71,Bolt,4,16,True,0.9671649281559634,Mnist,512244.59375,True,0.0,-0.9975614494611641
72,Bolt,4,16,True,0.9300812790008194,Mnist,-39781.53125,True,0.0,-0.99866262099457
73,Bolt,4,16,True,0.9281991497529468,Mnist,-1360951.625,True,0.0,-0.9954732768274075
74,Bolt,4,16,True,0.9518552670234773,Mnist,-336213.3125,True,0.0,-1.0888738022866489
75,Bolt,4,16,True,0.940149623232595,Mnist,457129.8125,True,0.0,-0.9903811128904602
76,Bolt,4,16,True,0.9466738649117674,Mnist,263104.1875,True,0.0,-0.9977505555751894
77,Bolt,4,16,True,0.9292177475681066,Mnist,-49608.46875,True,0.0,-1.0013920458462313
78,Bolt,4,16,True,0.946722541887801,Mnist,-100766.984375,True,0.0,-1.0030859525243248
79,Bolt,4,16,True,0.9355885783189388,Mnist,-249400.375,True,0.0,-0.9981989010064503
80,Bolt,4,16,True,0.9363460369970854,Mnist,448502.25,True,0.0,-0.9992707165201887
81,Bolt,4,16,True,0.9294180335280574,Mnist,-555283.625,True,0.0,-0.9974417242549081
82,Bolt,4,16,True,0.9429574549857573,Mnist,-285183.3125,True,0.0,-1.0023063248567357
83,Bolt,4,16,True,0.9474904302437218,Mnist,570756.3125,True,0.0,-0.9972736285276721
84,Bolt,4,16,True,0.873933924043485,Mnist,798567.125,True,0.0,-1.005370417315115
85,Bolt,4,16,True,0.9368272001482619,Mnist,407652.28125,True,0.0,-1.0009197959375316
86,Bolt,4,16,True,0.9501574500283927,Mnist,8341.974609375,True,0.0,-1.0012053585348215
87,Bolt,4,16,True,0.9340659189679047,Mnist,-958.84765625,True,0.0,-0.9986885589288987
88,Bolt,4,16,True,0.9320405517559506,Mnist,461659.5625,True,0.0,-1.0008781186074938
