,_algo,_code_bits,_ncodebooks,_quantize,corr,dataset,err,norm_mean,opq_iters,rel_err,rot_sz
0,Bolt,4,16,True,0.9706088255706181,LabelMe,775.0501584336162,True,0.0,-30292.705888499648,16.0
1,Bolt,4,16,True,0.922924270480837,LabelMe,1134.7427284121513,True,0.0,-15445.66899697846,16.0
2,Bolt,4,16,True,0.945186849420199,LabelMe,608.2413994073868,True,0.0,-452619.55007985106,16.0
3,Bolt,4,16,True,0.9026668887510408,LabelMe,885.9609818086028,True,0.0,23882.156904239862,16.0
4,Bolt,4,16,True,0.9382562332400797,LabelMe,768.0154932234436,True,0.0,27437.129874377766,16.0
5,Bolt,4,16,True,0.9598054947625801,LabelMe,880.9217474609613,True,0.0,7688.289622517835,16.0
6,Bolt,4,16,True,0.9636010468059408,LabelMe,881.9882972054183,True,0.0,13311.304209435004,16.0
7,Bolt,4,16,True,0.8303211217996477,LabelMe,885.9597012661397,True,0.0,6397.216621836178,16.0
8,Bolt,4,16,True,0.9376997221204537,LabelMe,856.9908449919894,True,0.0,-7149.014535379971,16.0
9,Bolt,4,16,True,0.9784817230072828,LabelMe,987.9164039418101,True,0.0,-15016.727740502414,16.0
10,Bolt,4,16,True,0.866354265425348,LabelMe,734.0485940128565,True,0.0,9705.40943389615,16.0
11,Bolt,4,16,True,0.9687511830071514,LabelMe,783.0151266120374,True,0.0,131877.28966262878,16.0
12,Bolt,4,16,True,0.9424306919952267,LabelMe,831.9689539130777,True,0.0,-9986.239759361579,16.0
13,Bolt,4,16,True,0.7722925468779287,LabelMe,1194.6146809458733,True,0.0,42170.30529563596,16.0
14,Bolt,4,16,True,0.980669040421583,LabelMe,868.0037052873522,True,0.0,18848.804760099545,16.0
15,Bolt,4,16,True,0.983420431367553,LabelMe,874.9926035394892,True,0.0,-7723.345359761663,16.0
16,Bolt,4,16,True,0.9555222615034812,LabelMe,884.0463541150093,True,0.0,12571.961036288702,16.0
17,Bolt,4,16,True,0.7708575955965681,LabelMe,838.0657053142786,True,0.0,-15535.117008020414,16.0
18,Bolt,4,16,True,0.9530589556933441,LabelMe,901.9539385959506,True,0.0,11931.12666608515,16.0
19,Bolt,4,16,True,0.7085589928756321,LabelMe,915.9334940612316,True,0.0,-3003.7088198202464,16.0
20,Bolt,4,16,True,0.9444943129141905,LabelMe,912.946330063045,True,0.0,-2600.670402322019,16.0
21,Bolt,4,16,True,0.9090915800313504,LabelMe,747.0542618893087,True,0.0,14194.470686013867,16.0
22,Bolt,4,16,True,0.9328087826061766,LabelMe,683.1289455592632,True,0.0,-15906.688661616485,16.0
23,Bolt,4,16,True,0.9345404962892082,LabelMe,858.9857896585017,True,0.0,20040.057253311472,16.0
24,Bolt,4,16,True,0.9580970625350647,LabelMe,968.9242702126503,True,0.0,105054.22838821716,16.0
25,Bolt,4,16,True,0.9131170640804429,LabelMe,1073.8887290880084,True,0.0,58536.53565464646,16.0
26,Bolt,4,16,True,0.9817044913549516,LabelMe,922.9170774966478,True,0.0,-235512.81839709028,16.0
27,Bolt,4,16,True,0.9773966599754496,LabelMe,564.2249488830566,True,0.0,198548.50832500213,16.0
28,Bolt,4,16,True,0.9091713644628081,LabelMe,1162.762186408043,True,0.0,-4176.095373619753,16.0
29,Bolt,4,16,True,0.8764252304851041,LabelMe,820.0703642964363,True,0.0,249655.98413768958,16.0
30,Bolt,4,16,True,0.9586312398395623,LabelMe,795.0864288955927,True,0.0,28013.710954907117,16.0
31,Bolt,4,16,True,0.9499233574094701,LabelMe,908.9636658318341,True,0.0,-18064.16549788385,16.0
32,Bolt,4,16,True,0.9773882330464435,LabelMe,868.9827053006738,True,0.0,-8992.20108811752,16.0
33,Bolt,4,16,True,0.9417700595006155,LabelMe,1032.8475892841816,True,0.0,-1655.5837895923546,16.0
34,Bolt,4,16,True,0.8339163556492466,LabelMe,843.9821636769921,True,0.0,-6947.725465294646,16.0
35,Bolt,4,16,True,0.9179164874588343,LabelMe,770.0518362931907,True,0.0,-14901.717750635531,16.0
36,Bolt,4,16,True,0.9376867793711294,LabelMe,1162.7411919534206,True,0.0,17061.51516420935,16.0
37,Bolt,4,16,True,0.8813639857579083,LabelMe,847.0234719682485,True,0.0,17345.862977635337,16.0
38,Bolt,4,16,True,0.9586683917826005,LabelMe,914.9297135174274,True,0.0,-80661.68303749202,16.0
39,Bolt,4,16,True,0.945675060239964,LabelMe,856.9918033573776,True,0.0,-7977.579261823055,16.0
40,Bolt,4,16,True,0.8957133012315263,LabelMe,1129.757420539856,True,0.0,-11891.78898359745,16.0
41,Bolt,4,16,True,0.971251303593225,LabelMe,867.9926504576579,True,0.0,-20451.92144796211,16.0
42,Bolt,4,16,True,0.9217816184573023,LabelMe,698.2176331728697,True,0.0,-5557.631433626707,16.0
