,X_cols,X_rows,_algo,_code_bits,_ncodebooks,_quantize,corr_mean,corr_std,dataset,eval_time_secs,fracs_below_max_50th,fracs_below_max_90th,fracs_below_max_mean,fracs_below_max_std,mse_mean,mse_std,norm_mean,nqueries,opq_iters,recall@1,recall@10,recall@100,recall@1000,recall@5,recall@50,recall@500,rel_err_mean,rel_err_sq_mean,rel_err_sq_std,rel_err_std
0,832,10000,Bolt,4,16,True,0.9027927003734458,0.03747682850149923,Mnist,10.015542984008789,0.00635,0.0054,0.00933515625,0.010233768320520352,47552200750665.33,24790973597647.934,True,256,0.0,0.24609375,0.7578125,0.9921875,1.0,0.609375,0.97265625,1.0,-0.9998925070979165,0.9997850258820343,2.2930120295633188e-05,1.1466342625852654e-05
1,832,10000,Bolt,4,16,True,0.9004395097468307,0.037347426953009306,Mnist,9.704532146453857,0.005849999999999999,0.0031,0.008440625,0.00951594006046565,47551680851367.484,24790742390716.516,True,256,5.0,0.26171875,0.73828125,0.99609375,1.0,0.61328125,0.98046875,1.0,-0.9998868362744799,0.9997736855019439,2.424229426425681e-05,1.2122561797174999e-05
2,832,10000,Bolt,4,64,True,0.9703759623390482,0.00962109294469013,Mnist,10.474914073944092,0.0022,0.0023,0.002757421875,0.0023596923614682243,47535262331522.28,24782283684124.535,True,256,0.0,0.52734375,0.9609375,1.0,1.0,0.875,1.0,1.0,-0.999713741533633,0.9994275653211422,3.520119801989776e-05,1.760581417314685e-05
3,832,10000,Bolt,4,64,True,0.9738408872398052,0.007906885321442262,Mnist,10.455747842788696,0.0021,0.0025,0.002748828125,0.0035764636691442836,47533782030655.46,24781493637704.133,True,256,5.0,0.53515625,0.97265625,1.0,1.0,0.8828125,1.0,1.0,-0.9996983341106254,0.9993967595366854,3.5379773173204755e-05,1.7695389727395456e-05
4,832,10000,PQ,4,16,,0.8996957315977125,0.03905461594834689,Mnist,8.979153871536255,0.0062,0.0093,0.008131640625000002,0.006451536187866392,2370788826880.8535,2646887672800.3853,True,256,,0.2265625,0.7890625,1.0,1.0,0.6328125,0.98046875,1.0,-0.19359807646088353,0.04517458005127652,0.04836454115800913,0.08771752870391672
5,832,10000,PQ,4,64,,0.9723516938559771,0.009044504631370586,Mnist,9.67694091796875,0.0021,0.0029,0.0028234375,0.0022454636344402795,640818108134.1653,757434699029.8389,True,256,,0.51953125,0.9609375,1.0,1.0,0.9140625,1.0,1.0,-0.09767384731058552,0.012600870515730913,0.019845642849501712,0.05532350375093163
6,832,10000,OPQ,4,16,False,0.9181050062179565,0.02784309722483158,Mnist,8.944496154785156,0.00395,0.004,0.005832421875,0.00743912295801874,1436677308416.0,1798018695168.0,True,256,5.0,0.375,0.91015625,0.99609375,1.0,0.76171875,0.98046875,1.0,-0.14498703181743622,0.027641883119940758,0.031190721318125725,0.08136741816997528
7,832,10000,OPQ,4,64,False,0.9801599979400635,0.006066168658435345,Mnist,9.79030990600586,0.0017,0.0026,0.0020449218750000003,0.0013755586910948164,300399067136.0,410282557440.0,True,256,5.0,0.62890625,1.0,1.0,1.0,0.9765625,1.0,1.0,-0.061198651790618896,0.0059112305752933025,0.008272157050669193,0.04653985798358917
