,X_cols,X_rows,_algo,_code_bits,_ncodebooks,corr_mean,corr_std,dataset,eval_time_secs,fracs_below_max_50th,fracs_below_max_90th,fracs_below_max_mean,fracs_below_max_std,mse_mean,mse_std,norm_mean,nqueries,recall@1,recall@10,recall@100,recall@1000,recall@5,recall@50,recall@500,rel_err_mean,rel_err_sq_mean,rel_err_sq_std,rel_err_std
0,832,10000,PQ,8,8,-0.8672213312006608,0.03685847083404186,Mnist,9.151907920837402,0.99985,0.9985,0.9995070312500001,0.0009427091606234904,1554113144024.5415,2586633053503.521,True,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4927087043094198,352076.0677116197,161250298.73666877,593.3581039577563
1,832,10000,PQ,8,16,-0.9186683220803245,0.02511250418738251,Mnist,9.802189111709595,1.0,0.9995,0.9998375,0.00034289666810862493,1684778736149.292,2815209985351.6714,True,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.394467023356382,575771.7407380188,347564941.55429375,758.7924665319845
2,832,10000,PQ,8,32,-0.951514057503553,0.020373020132334094,Mnist,10.560497999191284,1.0,0.9999,0.9999328125000001,0.0003369461601558152,1787617446652.4758,2981120179992.9414,True,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1599580018013302,465472.74986999406,205885883.67648402,682.252214691477
