,X_cols,X_rows,_algo,_code_bits,_ncodebooks,_quantize,corr_mean,corr_std,dataset,eval_time_secs,fracs_below_max_50th,fracs_below_max_90th,fracs_below_max_mean,fracs_below_max_std,mse_mean,mse_std,norm_mean,nqueries,opq_iters,recall@1,recall@10,recall@100,recall@1000,recall@5,recall@50,recall@500,rel_err_mean,rel_err_sq_mean,rel_err_sq_std,rel_err_std,rot_sz
0,832,10000,Bolt,4,16,True,0.9330840495799477,0.015358496228765655,Mnist,4.0169901847839355,0.0058,0.015,0.007783984374999999,0.00611842898032296,352245941263.15063,716986732750.5292,True,256,0.0,0.234375,0.73828125,0.9921875,1.0,0.578125,0.96875,1.0,-0.9908704334702576,233.61470853288603,359998.1669930305,15.252307507946472,16.0
1,832,10000,Bolt,4,16,True,0.9357959369059925,0.01493298692498341,Mnist,3.817779064178467,0.005549999999999999,0.0142,0.00766171875,0.0068670365366654655,352237487825.28577,716946875096.7373,True,256,20.0,0.2265625,0.765625,0.98828125,1.0,0.59765625,0.96875,1.0,-0.9910689832118577,232.41083045213307,356178.97054659715,15.212777942330206,8.0
2,832,10000,Bolt,4,16,True,0.9355896455126304,0.014884910553832308,Mnist,3.7669949531555176,0.0058,0.0147,0.007908984375,0.007590508396576995,352230333393.57794,716909956084.3921,True,256,20.0,0.26171875,0.7578125,0.9921875,1.0,0.58984375,0.9453125,1.0,-0.990505469947933,258.90605973985606,397412.18957099924,16.06004229925498,16.0
3,832,10000,Bolt,4,16,True,0.9358931154671579,0.01508883707391646,Mnist,3.796855926513672,0.005849999999999999,0.014450000000000001,0.008046484375,0.010380246571752565,352235816472.7139,716918794286.1326,True,256,20.0,0.25,0.7578125,0.99609375,1.0,0.61328125,0.9609375,1.0,-0.9893377639760179,321.5271456915641,496743.3156938157,17.90386428903925,32.0
4,832,10000,Bolt,4,32,True,0.9570053695318387,0.010192314779235935,Mnist,4.0319671630859375,0.0034,0.0085,0.0045453125,0.0034415966356247723,352144272499.8608,716443823809.6383,True,256,0.0,0.38671875,0.91015625,0.99609375,1.0,0.78125,0.9921875,1.0,-0.9835494159862559,785.1770231929189,1208308.06021059,28.003743566516818,16.0
5,832,10000,Bolt,4,32,True,0.9575101308467451,0.00981781391966299,Mnist,3.938430070877075,0.0037,0.0079,0.00463203125,0.003949247032539676,352132615032.9648,716332793058.116,True,256,20.0,0.41015625,0.9140625,1.0,1.0,0.78125,0.99609375,1.0,-0.9809467327738026,1041.3441326415086,1605881.1476478726,32.25495118813496,8.0
6,832,10000,Bolt,4,32,True,0.9576442798754868,0.010023802328542226,Mnist,3.8801801204681396,0.0039,0.0076,0.0048234375,0.0045990230683911285,352131649825.7338,716316009699.4741,True,256,20.0,0.3828125,0.9140625,1.0,1.0,0.7734375,0.9921875,1.0,-0.9807287051388089,1068.4740396723846,1646696.950655185,32.67280537204148,16.0
7,832,10000,Bolt,4,32,True,0.9580091085344424,0.010926806968653575,Mnist,3.8896729946136475,0.0036,0.00875,0.00483359375,0.004574108132735926,352126841150.22253,716251230840.5708,True,256,20.0,0.38671875,0.8984375,1.0,1.0,0.7734375,0.98828125,1.0,-0.979018553384454,1253.117478920207,1933315.5865316924,35.385858779918486,32.0
8,832,10000,Bolt,4,64,True,0.9785665009827934,0.0052752561275280305,Mnist,4.515458822250366,0.0022,0.0044,0.002662109375,0.0015467486828949005,352083516788.12164,716077304515.9048,True,256,0.0,0.54296875,0.95703125,1.0,1.0,0.9140625,1.0,1.0,-0.9775649253218524,1444.5358032023587,2228574.4415416545,37.99447551972707,16.0
9,832,10000,Bolt,4,64,True,0.9806411196055507,0.004949976077617727,Mnist,4.367696046829224,0.002,0.00365,0.0023414062499999997,0.001682540273651997,352075548963.9512,715845307950.2805,True,256,20.0,0.5546875,0.98046875,1.0,1.0,0.91015625,1.0,1.0,-0.9719005013704802,2237.009042706117,3456814.4157610415,47.28704317380769,8.0
10,832,10000,Bolt,4,64,True,0.9806600134085235,0.004949373416199411,Mnist,4.360583066940308,0.0019,0.0037,0.00228671875,0.0011866359418113196,352077861414.7806,715788146607.335,True,256,20.0,0.55859375,0.98046875,1.0,1.0,0.88671875,1.0,1.0,-0.9699844444328002,2543.8167085833634,3933293.764169786,50.4269356471412,16.0
11,832,10000,Bolt,4,64,True,0.9806037762315313,0.005262152010951999,Mnist,4.295243978500366,0.002,0.0042,0.002397265625,0.0013553252693332917,352079250698.3469,715780462694.8103,True,256,20.0,0.546875,0.9765625,1.0,1.0,0.89453125,1.0,1.0,-0.9683862093808057,2813.220525939181,4359938.303757204,53.030960335342414,32.0
12,832,10000,PQ,4,16,,0.9321740564739933,0.01657840069879285,Mnist,3.887091875076294,0.006,0.01515,0.007900390625,0.006151019339094303,49413403944.19088,88791598831.22556,True,256,,0.24609375,0.75,0.99609375,1.0,0.58203125,0.96484375,1.0,-0.3375684101355156,1291386.402991226,918952902.0466996,1136.3917850102553,
13,832,10000,PQ,4,32,,0.9566392970371226,0.010416459579781275,Mnist,3.8828630447387695,0.0035,0.0076,0.00437734375,0.0030453272310764796,34130654754.994274,63744288983.25131,True,256,,0.37109375,0.90234375,1.0,1.0,0.8046875,0.984375,1.0,-1.668050838278059,3127980.5697780033,4324898798.787412,1768.608997880652,
