,X_cols,X_rows,_algo,_code_bits,_ncodebooks,dataset,eval_time_secs,fracs_below_max_50th,fracs_below_max_90th,fracs_below_max_mean,fracs_below_max_std,norm_mean,nqueries,recall@1,recall@10,recall@100,recall@1000,recall@5,recall@50,recall@500
0,512,20019,PQ,8,8,LabelMe,5.79396915435791,0.5748788650781758,0.7762225885408862,0.47347769618862073,0.26615513836363314,True,20,0.0,0.0,0.05,0.25,0.0,0.05,0.1
1,512,20019,PQ,8,16,LabelMe,6.277504920959473,0.5834956791048505,0.9068884559668315,0.5145361906189121,0.28902460848217465,True,20,0.0,0.0,0.0,0.2,0.0,0.0,0.1
2,512,20019,PQ,8,32,LabelMe,7.434234142303467,0.5126130176332484,0.8276986862480643,0.46320995054698033,0.27212220137965865,True,20,0.0,0.0,0.0,0.25,0.0,0.0,0.15
